name,text,pseudo_gloss
train/15February_2011_Tuesday_tagesschau-7470,auch das temperaturgefälle von südwest nach nordost bleibt bestehen,auch Temperaturgefälle Südwest Nordost bleiben bestehen
train/15February_2011_Tuesday_tagesschau-7471,hier und da gibt es auch noch etwas regen oder schnee aber besonders viel fällt in den nächsten tagen nicht,hier da geben es auch noch Regen Schnee besonders viel fallen nächster Tag
train/15February_2011_Tuesday_tagesschau-7472,heute nacht schneit es im norden gebietsweise sonst fällt örtlich etwas regen der richtung osten gefrieren kann,heute Nacht schneien es Norden Gebietsweise sonst fallen örtlich Regen Richtung Osten gefrieren
train/15February_2011_Tuesday_tagesschau-7475,abseits der wolken und nebelfelder kommt gelegentlich auch die sonne zum zuge,Wolke Nebelfelder kommen gelegentlich auch Sonne zuge
train/15February_2011_Tuesday_tagesschau-7476,hier und da fällt noch etwas regen der in der osthälfte teilweise gefriert oder sich in schnee verwandelt,hier da fallen noch Regen der Osthälfte teilweise gefrieren sich Schnee verwandeln
train/15February_2011_Tuesday_tagesschau-7477,schwacher bis mäßiger im nordosten auch frischer wind aus ost bis südost,schwach mäßig Nordosten auch frisch Wind Ost Südost
train/15February_2011_Tuesday_tagesschau-7478,an der oder heute nacht minus fünf am niederrhein bis plus vier grad,heute Nacht fünf Niederrhein plus vier
train/15February_2011_Tuesday_tagesschau-7479,an der ostsee morgen noch leicht frostig entlang des rheins milde elf grad,Ostsee morgen noch leicht frostig rheins mild elf Grad
train/15February_2011_Tuesday_tagesschau-7480,in den nächsten tagen gibt es neben wolken und nebelfeldern gelegentlich auch sonne vor allem im westen,nächster Tag geben es Wolken nebelfeldern gelegentlich auch Sonne alle Westen
train/15February_2011_Tuesday_tagesschau-7481,richtung osten können hier und da ein paar schneeflocken rieseln aber meist bleibt es trocken,richtung osten hier da Schneeflocke rieseln meist bleiben es trocken
train/10December_2009_Thursday_tagesschau-7483,zwischen dem tief über dem östlichen deutschland und einer hochdruckzone über skandinavien strömt deutlich kältere luft nach deutschland,tief östlich Deutschland Hochdruckzone Skandinavien strömen deutlich kält Luft Deutschland
train/10December_2009_Thursday_tagesschau-7484,die folge es wird zunehmend winterlicher,folge es zunehmend winterlich
train/10December_2009_Thursday_tagesschau-7485,in der nacht regnet es mitunter kräftig,Nacht regnen es mitunter kräftig
train/10December_2009_Thursday_tagesschau-7486,im osten und in der mitte sinkt die schneefallgrenze teilweise bis in mittlere lagen ab sonst auf eintausend bis sechshundert meter,Osten Mitte sinken Schneefallgrenze teilweise mittlerer lagen sonst eintausend sechshundert Meter
train/10December_2009_Thursday_tagesschau-7487,am tag im nordwesten und westen ein paar lücken in der wolkendecke,Tag Nordwesten Westen lücken Wolkendecke
train/10December_2009_Thursday_tagesschau-7488,vor allem im süden regnet oder schneit es teilweise kräftig wobei die schneefallgrenze weiter sinkt,alle Süden regnen schneien es teilweise kräftig wobei Schneefallgrenze weiter sinken
train/10December_2009_Thursday_tagesschau-7489,heute nacht auf den bergen noch sturmböen am tag weht der wind schwach bis mäßig,heute nacht bergen noch Sturmbö Tag wehen Wind schwach mäßig
train/10December_2009_Thursday_tagesschau-7490,heute nacht acht grad im rheinland und null grad in der uckermark,heute Nacht acht grad Rheinland null grad Uckermark
train/10December_2009_Thursday_tagesschau-7491,am tag steigen die werte an auf maximal ein bis neun grad,Tag steigen werte maximal ein neun Grad
train/10December_2009_Thursday_tagesschau-7492,am samstag schneit es im südosten zeitweise sonst regnet oder schneit es nur hier und da,Samstag schneien es Südosten zeitweise sonst regnen schneien es nur hier da
train/10December_2009_Thursday_tagesschau-7493,am sonntag schneit es stellenweise leicht an den küsten regnet es auch ein wenig,Sonntag schneien es stellenweise leicht Küste regnen es auch wenig
train/10December_2009_Thursday_tagesschau-7494,am montag schneit es nur vereinzelt etwas,Montag schneien es nur vereinzelt etwas
train/28May_2010_Friday_tagesschau-7495,und nun die wettervorhersage für morgen samstag den neunundzwanzigsten mai,nun Wettervorhersage morgen Samstag neunundzwanzigster Mai
train/28May_2010_Friday_tagesschau-7497,später erreichen den westen allerdings schon wieder wolken des tiefs das nach großbritannien zieht,spät erreichen Westen allerdings schon wieder wolken tiefs der Großbritannien ziehen
train/28May_2010_Friday_tagesschau-7498,in der nacht klart es in weiten teilen des landes auf am tag ist es meist freundlich im süden dort vor allem südlich der donau kann es einzelne gewittrige schauer geben,Nacht klaren es weit Teil Land Tag es meist freundlich Süden dort alle südlich Donau es einzeln gewittrig Schauer geben
train/28May_2010_Friday_tagesschau-7499,am nachmittag ziehen in den westen und nordwesten dichtere wolken mancherorts regnet es,Nachmittag ziehen Westen Nordwesten dicht Wolke mancherorts regnen es
train/28May_2010_Friday_tagesschau-7500,im norden und westen weht der wind schwach bis mäßig sonst nur schwacher wind aus unterschiedlichen richtungen,Norden Westen wehen Wind schwach mäßig sonst nur schwach Wind unterschiedlich Richtung
train/28May_2010_Friday_tagesschau-7502,am tag fünfzehn grad an der nordsee und bis dreiundzwanzig grad im süden,Tag fünfzehn Grad Nordsee dreiundzwanzig Grad Süden
train/28May_2010_Friday_tagesschau-7503,am sonntag überall unbeständiges wetter dazu ist es windig,Sonntag überall unbeständig Wetter dazu es windig
train/28May_2010_Friday_tagesschau-7504,auch am montag viele wolken hier und da regen im nordwesten gibt es lichtblicke,auch Montag Wolke hier da Regen Nordwesten geben es lichtblicke
train/28May_2010_Friday_tagesschau-7505,am dienstag ist es teilweise freundlich nur an den alpen regnet es noch ab und an,Dienstag es teilweise freundlich nur alpen regnen es noch an
train/13July_2009_Monday_tagesschau-7506,und nun die wettervorhersage für morgen dienstag den vierzehnten juli,nun Wettervorhersage morgen Dienstag vierzehnter Juli
train/13July_2009_Monday_tagesschau-7511,sonst nur einzelne schauer teilweise ist es auch klar,sonst nur einzeln Schauer teilweise es auch klar
train/13July_2009_Monday_tagesschau-7512,vom oberrhein bis zum erzgebirge fällt besonders am vormittag noch zum teil kräftiger regen,Oberrhein erzgebirge fallen besonders Vormittag noch Teil kräftig Regen
train/13July_2009_Monday_tagesschau-7515,zwölf grad heute nacht an der küste bis achtzehn grad im südwesten,zwölf Grad heute Nacht Küste achtzehn Grad Südwesten
train/13July_2009_Monday_tagesschau-7516,morgen temperaturen von zweiundzwanzig grad im vogtland bis dreißig an der donau,morgen temperaturen zweiundzwanzig grad Vogtland dreißig Donau
train/13July_2009_Monday_tagesschau-7517,am mittwoch vor allem in der südosthälfte wieder kräftige vereinzelt unwetterartige schauer und gewitter sonst mal sonne mal wolken,Mittwoch alle Südosthälfte wieder kräftig vereinzelt unwetterartig Schauer Gewitter sonst mal Sonne mal Wolken
train/13July_2009_Monday_tagesschau-7518,am donnerstag überwiegend freundlich im süden ein paar gewitter,Donnerstag überwiegend freundlich Süden Gewitter
train/13July_2009_Monday_tagesschau-7519,am freitag ziehen von westen wieder heftige schauer und gewitter heran,Freitag ziehen Westen wieder heftig Schauer Gewitter heran
train/16July_2011_Saturday_tagesschau-7520,und nun die wettervorhersage für morgen sonntag den siebzehnten juli,nun Wettervorhersage morgen Sonntag siebzehnter Juli
train/16July_2011_Saturday_tagesschau-7521,der ausläufer eines tiefs bei schottland überquert deutschland von west nach ost,Ausläufer tiefs Schottland überqueren Deutschland West ost
train/16July_2011_Saturday_tagesschau-7522,dabei fließt zunächst noch warme luft heran bevor sich kühlere meeresluft ausbreitet,dabei fließen zunächst noch warm Luft heran sich kühl Meeresluft ausbreiten
train/16July_2011_Saturday_tagesschau-7523,an der luftmassengrenze können sich morgen über den südosten kräftige gewitter entwickeln,luftmassengrenze sich morgen Südosten kräftig Gewitter entwickeln
train/16July_2011_Saturday_tagesschau-7525,morgen verlagert sich das regenband richtung osten in der lausitz sowie in südostbayern zunächst noch freundlich bevor es auch dort zu regnen beginnt zum teil entwickeln sich kräftige gewitter,morgen verlagern sich Regenband richtung osten Lausitz Südostbayern zunächst noch freundlich es auch dort regnen beginnen Teil entwickeln sich kräftig Gewitter
train/16July_2011_Saturday_tagesschau-7526,in der nordwesthälfte lockert es dann wieder auf,Nordwesthälfte lockern es dann wieder
train/16July_2011_Saturday_tagesschau-7527,mäßiger bis frischer südwestwind mit starken böen in gewitternähe gefahr von sturmböen,mäßig frisch Südwestwind stark böen Gewitternähe Gefahr sturmböen
train/16July_2011_Saturday_tagesschau-7528,an rhein und main heute nacht noch warme siebzehn,rhein Main heute Nacht noch warm siebzehn
train/16July_2011_Saturday_tagesschau-7529,am alpenrand neun grad,alpenrand neun Grad
train/16July_2011_Saturday_tagesschau-7530,morgen nur im osten und südosten noch sommerliche werte sonst wird es deutlich kühler,morgen nur Osten Südosten noch sommerlich werte sonst es deutlich kühl
train/16July_2011_Saturday_tagesschau-7531,in der neuen woche bleibt es in den meisten regionen deutschlands erstmal recht kühl für die jahreszeit das ganze bei vielen wolken mit schauern vereinzelt mit blitz und donner,neu Woche bleiben es regionen Deutschland erstmal recht kühl Jahreszeit ganz Wolke Schauer vereinzelt Blitz Donner
train/16July_2011_Saturday_tagesschau-7532,ab und zu zeigt sich auch mal die sonne,ab zu zeigen sich auch mal Sonne
train/09February_2011_Wednesday_heute-7533,guten abend liebe zuschauer,gut abend lieb Zuschauer
train/09February_2011_Wednesday_heute-7534,sonne und nebel liegen auch morgen dicht beieinander,Sonne Nebel liegen auch morgen dicht beieinander
train/09February_2011_Wednesday_heute-7535,die sonne kam dann in rheinhessen zum beispiel vormittags war es noch ein bisschen neblig,Sonne kommen dann Rheinhessen Beispiel vormittags es noch bisschen neblig
train/09February_2011_Wednesday_heute-7536,es geht auch erst einmal so weiter in süddeutschland noch hat das hoch bestand,es gehen auch erst einmal so weiter Süddeutschland noch haben der hoch bestand
train/09February_2011_Wednesday_heute-7537,aber gleichzeitig kommt ein kleines tief hier vom atlantik rasend schnell zu uns,gleichzeitig kommen klein tief hier Atlantik rasend schnell uns
train/09February_2011_Wednesday_heute-7539,aber heute nacht wird es frostig fast überall noch einmal,heute Nacht es frostig fast überall noch einmal
train/09February_2011_Wednesday_heute-7540,da sind es dann in norddeutschland so null bis minus zwei grad im süden bis minus fünf grad und nur im westen und nordwesten bleibt es schon mal frostfrei,da es dann Norddeutschland so null minus zwei Grad Süden minus fünf Grad nur Westen Nordwesten bleiben es schon mal frostfrei
train/09February_2011_Wednesday_heute-7541,da haben wir morgen auch die höchsten temperaturen dreizehn grad am niederrhein wie im vorfrühling auch sonst im westen zehn bis zwölf grad ein bisschen kühler mit fünf bis neun grad im osten,da haben wir morgen auch hoch temperaturen dreizehn Grad Niederrhein Vorfrühling auch sonst Westen zehn zwölf Grad kühl fünf neun Grad Osten
train/09February_2011_Wednesday_heute-7542,anfangs geht es los mit viel sonnenschein mit dicken nebelfeldern in süddeutschland nicht alle werden sich da morgen hier auflösen,anfangs gehen es los Sonnenschein dick nebelfeldern Süddeutschland alle sich da morgen hier auflösen
train/09February_2011_Wednesday_heute-7543,in norddeutschland ziehen dann vormittags schon dichtere wolken heran nachmittags fängt es an zu regnen so vom niederrhein bis nach schleswig holstein,Norddeutschland ziehen dann vormittags schon dicht Wolke heran nachmittags fangen es regnen so Niederrhein schleswig Holstein
train/09February_2011_Wednesday_heute-7544,und dann wird auch der wind kräftiger er weht dann aus süd bis südwest,dann auch Wind kräftig er wehen dann Süd Südwest
train/09February_2011_Wednesday_heute-7545,freitag wird eher ein trüber tag in deutschland kaum sonnenschein aber dann zum wochenende es wird langsam bisschen sonniger es wird aber auch kälter im osten und es fällt schnee,Freitag eher trüb Tag Deutschland kaum Sonnenschein dann Wochenende es langsam sonnig es aber auch kält Osten es fallen Schnee
train/09February_2011_Wednesday_heute-7546,ihnen einen schönen abend und machen sie es gut,ihnen schön abend machen sie es gut
train/09December_2010_Thursday_heute-7547,guten abend liebe zuschauer,gut abend lieb Zuschauer
train/09December_2010_Thursday_heute-7548,im westen schneit es ja schon wieder am wochenende wird es matschig bei uns,Westen schneien es ja schon wieder Wochenende es matschig uns
train/09December_2010_Thursday_heute-7549,da zieht heute nacht schon mal wieder mit kaltluft nochmal ein kleines schneefallgebiet gegen die alpen,da ziehen heute Nacht schon mal wieder kaltluft nochmal klein Schneefallgebiet alpen
train/09December_2010_Thursday_heute-7550,und morgen sie sehen es an dem roten pfeil rutscht dann die warme luft schon mal bis an die nordsee zum teil wieder mit regen,morgen sie sehen es rot Pfeil rutschen dann warm Luft schon mal Nordsee Teil wieder Regen
train/09December_2010_Thursday_heute-7551,also heute nacht wird das schneefallgebiet weiterziehen über die mittelgebirge gegen die alpen da sind noch mal fünf zentimeter neuschnee drin,also heute nacht Schneefallgebiet weiterziehen Mittelgebirge alpen da noch mal fünf zentimeter Neuschnee drin
train/09December_2010_Thursday_heute-7552,hier im nordosten wird es klar und es wird eisig kalt minus sechs bis minus acht grad,hier Nordosten es klar es eisig kalt sechs minus acht Grad
train/09December_2010_Thursday_heute-7553,um die null grad sind es im westen,um null Grad es Westen
